Light ID,Y,X,Position,Brightness Index Score,Color,Height,Directions Projected,Distance Cast,Building #,Switch Activated?,Other Info
JLGS06,43.75187,110.72161,The only light on the west side of the building,3,Yellow-white,about 4 meters,"N, S, W",7-20 meters,JS-01,,"The light is projected to the north, south, and west below the porch roof between 7m and 20m, depending on whether or not the porch roof obstructs the light's path in a given direction."
JOHN01,43.93881,110.64239,Beneath the roof of the south entrance to the east part of Johnson Lodge,2,Yellow-white,about 2.5 meters,"N, S",20 meters,1346,X,
LE01,43.93003,110.63892,2 lights on light post opposite eachother on the northeast corner of the east parking lot,2,Orange,about 5 meters,"N, E, S, W",60 meters,N/A (Leeks Marina East Parking Lot),,
LE02,43.92973,110.63908,2 lights on light post opposite eachother just south of the northwest corner of the east parking lot,2,Orange,about 5 meters,"N, E, S, W",60 meters,N/A (Leeks Marina East Parking Lot),,
LE03,43.92914,110.63893,2 lights on light post opposite eachother on the southwest corner of the east parking lot,2,Orange,about 5 meters,"N, E, S, W",60 meters,N/A (Leeks Marina East Parking Lot),,
LE04,43.92916,110.63857,2 lights on light post opposite eachother on the southeast corner of the east parking lot,2,Orange,about 5 meters,"N, E, S, W",60 meters,N/A (Leeks Marina East Parking Lot),,
LE05,43.92962,110.63974,2 lights on light post opposite eachother in the center of the south side of the west parking lot,2,Orange,about 5 meters,"N, E, S, W",60 meters,N/A (Leeks Marina West Parking Lot),,
LE06,43.93016,110.64010,Light on south side of the Electric/Pumphouse,2,Orange,about 5 meters,"N, E, S, W",40 meters,N/A (Leeks Marina Electric/Pumphouse),,There is a shield on the top of the lamp that directs light downward
LE07,43.93049,110.63956,Westmost light in the ceiling of the walkway roof between the east and west portions of the restaurant building.,3,Blue white,about 4 meters,"N, E, S, W",10 meters,626,,"The lights are recessed in the ceiling, so they project mostly down."
LE08,43.93048,110.63958,Middle light in the ceiling of the walkway roof between the east and west portions of the restaurant building.,3,Blue white,about 4 meters,"N, E, S, W",10 meters,626,,"The lights are recessed in the ceiling, so they project mostly down."
LE09,43.93047,110.63960,Eastmost light in the ceiling of the walkway roof between the east and west portions of the restaurant building.,3,Blue white,about 4 meters,"N, E, S, W",10 meters,626,,"The lights are recessed in the ceiling, so they project mostly down."
LE10,43.93050,110.63959,Light on the east side of the west portion of the restaurant to the north of the walway roof between restaurant buildings.,2,Yellow white,about 3 meters,"N, E, S",40 meters,626,,
LE11,43.93045,110.63955,Light on the east side of the west portion of the restaurant to the south of the walway roof between restaurant buildings.,2,Yellow white,about 3 meters,"N, E, S",40 meters,626,,
MCL1,43.84218,110.50932,Light fixture on the east side of the northeast wall of the structure,1,Blue-white,about 3 meters,"N, E, SE",1 meter,1428,X,
MCL2,43.84219,110.50934,Light fixture on the west side of the northeast wall of the structure,1,Blue-white,about 3 meters,"N, E, SE",1 meter,1428,X,
MCL3,43.84150,110.50747,Light fixture in the center of the southwest wall of the structure,3,Orange,about 3 meters,"SE, S, W",35 meters,N/A (Moran Elementary School),,
MCL4,43.84148,110.50727,Light fixture on the east side of the southwest wall of the structure,3,Orange,about 4 meters,"SE, S, W",35 meters,N/A (Moran Elementary School),,
MOHQ01,43.65590,110.71600,Located above the southwest entrance to the building,4,Green-white,about 4 meters,,,142,,"The light is shielded so it only points down, with a projected light radius of about 3.5m."
MOHQ02,43.65583,110.71664,Located above the southwest entrance to the building,4,Green-white,about 4 meters,,,142,,"The light is shielded so it only points down, with a projected light radius of about 3.5m."
MOHQ05,43.65639,110.71491,Located above an entrance door on the southeast side of the building,3,Blue-white,about 4 meters,,,142,,"The light is shielded so it only points down, with a projected light radius of about 5m."
MOHQ06,43.65631,110.71484,Located above an entrance door on the southeast side of the building,4,Green-white,about 4 meters,,,142,,"The light is shielded so it only points down, with a projected light radius of about 3.5m."
MOHQ07,43.65622,110.71477,Located above an entrance door on the southeast side of the building,4,Green-white,about 4 meters,,,142,,"The light is shielded so it only points down, with a projected light radius of about 3.5m."
MOHQ08,43.65626,110.71465,Located above an entrance door on the southeast side of the building,4,Green-white,about 4 meters,,,142,,"The light is shielded so it only points down, with a projected light radius of about 3.5m."
MOHQ09,43.65645,110.71460,Located above an entrance door on the northeast side of the building,3,Blue-white,about 4 meters,,,142,,"The light is shielded so it only points down, with a projected light radius of about 5m."
MOHQ10,43.65656,110.71466,Located above an entrance door on the northeast side of the building,3,Blue-white,about 4 meters,,,142,,"The light is shielded so it only points down, with a projected light radius of about 5m."
MOHQ11,43.65625,110.71551,Located above a garage bay door on the northwest side of the building,3,Blue-white,about 4 meters,,,142,,"The light is shielded so it only points down, with a projected light radius of about 5m."
MOPO01,43.65609,110.71767,The light below the peak of the roof covering the south porch,3,Orange,about 3 meters,"E, S, W",20 meters,N/A (Moose Post Office),,
MPOS01,43.65631,110.71776,The light is the only one on the east side of the shed,3,White,about 3 meters,"E, S, W",10 meters,N/A (Shed to northwest of Moose Post Office),,
SM01,43.84175,110.61200,Light on the west wall of the structure,2,Orange,about 3 meters,"N, S, W",30 meters,N/A (Signal Mountain Pumphouse),,
SM02,43.84175,110.61195,Flood light on the top of the structure,3,Yellow-white,about 5 meters,"N, E, W",60 meters,N/A (Signal Mountain Pumphouse),,Light is cast up to 60 meters when unobstructed though trees block most light cast.
SM03,43.84185,110.61178,Light illuminating the area around the hose by the pumphouse,2,Orange,about 6 meters,"N, E, S, W",60 meters,N/A (To the west of the Signal Mountain Pumphouse),,
SM04,43.84227,110.61190,Light illuminating west information board by registration kiosk,3,Yellow-white,about 2 meters,"N, E, W",40 meters,N/A (To the west of the Signal Mountain Registration Kiosk),,Most light is blocked by the info board.
SM05,43.84232,110.61182, Light illuminating east information board by registration kiosk,3,Yellow-white,about 2 meters,"N, E, W",40 meters,N/A (To the west of the Signal Mountain Registration Kiosk),,Most light is blocked by the info board.
SM06,43.84234,110.61181,Light on the south side of the structure,3,Yellow-white,about 2.5 meters,"S, W",50 meters,N/A (Registration Kiosk),,
SM07,43.84237,110.61177,Light on the east side of the structure,3,Yellow-white,about 2.5 meters,"N, E, S",50 meters,N/A (Registration Kiosk),,
SM08,43.84244,110.61148,Light illuminating walkway east of registration kiosk,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (Registration Kiosk),,
SM09,43.84250,110.61165,Eastmost light within the south side porch roof,3,Yellow-white,about 3 meters,"S, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down, but south and west to a degree"
SM10,43.84245,110.61171,Second from eastmost light within the south side porch roof,3,Yellow-white,about 3 meters,"E, S, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down, but south, east, and west to a degree"
SM100,43.84570,110.60917,Light on the east side of the structure illuminating the room number sign on the north end,3,Yellow-white,about 3 meters,"N, E, S",30 meters,SM-17,,
SM101,43.84567,110.60915,Light on the east side of the structure illuminating the north entrance to the structure ,2,Yellow-white,about 3 meters,"N, E, S",30 meters,SM-17,X,
SM102,43.84563,110.60925,Light on the east side of the structure illuminating the room number sign on the south end,3,Yellow-white,about 3 meters,"N, E, S",30 meters,SM-17,,
SM103,43.84568,110.60967,Light illuminating the west side of the guest housing roadway,2,Blue-white,about 6 meters,"N, E, S, W",40 meters,N/A (Northwest of SM-20),,
SM104,43.84581,110.61009,Light on the northeast corner of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-22,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM105,43.84571,110.61014,Light on the southeast corner of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-22,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM106,43.84573,110.61025,Light on the south side of the structure illuminating the room number sign on the bottom floor,3,Yellow-white,about 3 meters,"E, S, W",10 meters,SM-22,,"Light is projected primarily down due to the cover around the lamp, but also south, east, and west"
SM107,43.84561,110.61021,Light on the northeast corner of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-23,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM108,43.84553,110.61029,Light on the southeast corner of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-23,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM109,43.84542,110.61019,Light illuminating the west side of the guest housing roadway,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (Southwest of SM-20),,
SM11,43.84237,110.61176,Third from eastmost light within the south side porch roof,3,Yellow-white,about 3 meters,"E, S, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down, but south, east, and west to a degree"
SM110,43.84535,110.61040,Light on the northeast side of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-24,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM111,43.84526,110.61043,Light on the southeast side of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-24,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM112,43.84513,110.61047,Light on the northeast corner of the structure illuminating the room number sign,3,White,about 3 meters,"N, E, S",10 meters,SM-25,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM113,43.84504,110.61050,Light on the southeast corner of the structure illuminating the room number sign,3,White,about 3 meters,"N, E, S",10 meters,SM-25,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM114,43.84492,110.61060,Light on the northeast side of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-26,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM115,43.84484,110.61065,Light on the southeast side of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-26,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM116,43.84487,110.61075,Light on the south side of the structure illuminating the room number sign on the first floor room,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-26,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM117,43.84474,110.61073,Light on the northeast side of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-27,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM118,43.84463,110.61079,Light on the southeast side of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-27,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM119,43.84452,110.61074,Light on the northeast corner of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-28,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM12,43.84235,110.61187,Westmost light within the south side porch roof,3,Yellow-white,about 3 meters,"E, S, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down, but south, east, and west to a degree"
SM120,43.84441,110.61079,Light on the southeast corner of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-28,,"Light is projected primarily down due to the cover around the lamp, but also north, east, and south."
SM121,43.84458,110.61076,Light on the southwest corner of the structure illuminating the room number sign,3,Yellow-white,about 3 meters,"E, S, W",10 meters,SM-29,,"Light is projected primarily down due to the shield around the lamp, but also to the south, east, and west."
SM122,43.84485,110.61002,Light beneath the roof peak of the porch of room 107,3,Yellow-white,about 3 meters,"N, E, S",20 meters,SM-8,X,
SM123,43.84496,110.61005,Light beneath the roof peak of the porch of room 108,3,Yellow-white,about 3 meters,"N, E, W",20 meters,SM-8,X,
SM124,43.84514,110.60988,Light on the east side of the structure illumintating the room number 112 sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-10,,"Light is projected primarily down due to the shield around the light, but also north, east, and south."
SM125,43.84512,110.60996, Light on the east side of the structure illumintating the room number 111 sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-10,,"Light is projected primarily down due to the shield around the light, but also north, east, and south."
SM126,43.84520,110.60963,Light on the southeast corner of the structure that would be illuminating a room sign if it was there,3,Yellow-white,about 3 meters,"E, S, W",10 meters,SM-12,,"Light is projected primarily down due to the shield around the lamp, but also east, south, and west"
SM127,43.84527,110.60947,Light on the northeast corner of the structure that illuminates the room number 122 sign,3,Yellow-white,about 3 meters,"N, E, S",10 meters,SM-12,,"Light is projected primarily down due to the shield around the lamp, but also east, south, and west"
SM128,43.84547,110.60937,Light on the west side of the room 129 porch,3,Yellow-white,about 3 meters,"N, W, S",30 meters,"N/A (Cabin 129, 130)",X,
SM129,43.84553,110.60957,Light on the west side of the structure illuminating a porch,3,Yellow-white,about 2 meters,"N, W, S",30 meters,SM-18,X,
SM13,43.84242,110.61189,Southtmost light beneath the west side porch roof,3,Yellow-white,about 3 meters,"N, S, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down due to the shield around the light, but north, west, and south to a degree"
SM130,43.84551,110.60993,Light on the north side of the structure illuminating the porch,3,Yellow-white,about 2 meters,"N, E, W",30 meters,SM-20,X,
SM14,43.84251,110.61192,Northmost light beneath the west side porch roof,3,Yellow-white,about 3 meters,"N, S, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down due to the shield around the light, but north, west, and south to a degree"
SM15,43.84257,110.61191,Westmost light beneath the north side porch roof,3,Yellow-white,about 3 meters,"N, E, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down, but north, east, and west to a degree."
SM16,43.84264,110.61176,Second from westmost light within the north side porch roof,3,Yellow-white,about 3 meters,"N, E, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down, but north, east, and west to a degree"
SM17,43.84269,110.61166,Third from westmost light within the north side porch roof,3,Yellow-white,about 3 meters,"N, E, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down, but north, east, and west to a degree"
SM18,43.84270,110.61161,Eastmost light within the south side porch roof,3,Yellow-white,about 3 meters,"N, E, W",5 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down, but north, east, and west to a degree."
SM19,43.84250,110.61155,Light on the east side of the structure,3,Yellow-white,about 3 meters,"N, E, S",10 meters,N/A (Signal Mountain Shower/Laundry Building),,"Light is projected primarily down due to the shield around the light, but north, east, and south to a degree."
SM21,43.84334,110.61127,Light on the east side of the structure over the Signal Mountain Lodge sign,2,Orange,about 8 meters,"N, E, S",50 meters,SM-1,,
SM22,43.84360,110.61120,Light illuminating walkway on the north side of the lodge and restaurant,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (North of SM-1),,
SM22,43.84357,110.61127,Light illuminating enclosed work area on the north side of the lodge and restaurant,3,Yellow-white,about 3 meters,"N, E, W",20 meters,SM-1,,
SM23,43.84360,110.61143,Light illuminating northeast corner of the lodge and restaurant,3,Yellow-white,about 8 meters,"N, E, W",80 meters,SM-1,,
SM24,43.84357,110.61144,Northmost light illuminating walkway within the bottom of the west side deck of the lodge and restaurant,3,Yellow-white,about 3 meters,"N, S, W",10 meters,SM-1,,
SM25,43.84352,110.61147,Second to northmost light illuminating walkway within the bottom of the west side deck of the lodge and restaurant,3,Yellow-white,about 3 meters,"N, S, W",10 meters,SM-1,,
SM26,43.84351,110.61144,Third to northmost light illuminating walkway within the bottom of the west side deck of the lodge and restaurant,3,Yellow-white,about 3 meters,"N, S, W",10 meters,SM-1,,
SM27,43.84349,110.61144,Fourth to northmost light illuminating walkway within the bottom of the west side deck of the lodge and restaurant,3,Yellow-white,about 3 meters,"N, S, W",10 meters,SM-1,,
SM28,43.84351,110.61146,Southmost light illuminating walkway within the bottom of the west side deck of the lodge and restaurant,3,Yellow-white,about 3 meters,"N, S, W",10 meters,SM-1,,
SM29,43.84333,110.61150,Light illuminating work corridor on the west side of the lodge and restaurant,3,White,about 6 meters,W,40 meters,SM-1,,
SM30,43.84322,110.61150,Light illuminating walkway on the south end of the west side of the lodge and restaurant ,3,Yellow-white,about 3 meters,"S, W",30 meters,SM-1,,
SM32,43.84389,110.61178,Light on the south side of the structure beneath the porch,2,Yellow-white,about 2.5 meters,"E, S, W",20 meters,SM-4,,
SM33,43.84381,110.61201,Light illuminating dock area,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (West of SM-4),,
SM34,43.84382,110.61073,Light illuminating north side of parking lot to east of lodge and restaurant,3,Yellow-white,about 6 meters,"N, E, S, W",40 meters,N/A (East of SM-1),,
SM35,43.84409,110.61076,Light illuminating the sign on the south side of the registration building entrance,3,Yellow-white,about 5 meters,"E, S, W",25 meters,SM-5,,
SM36,43.84409,110.61076,Westmost light in the roof of the south set of lights illuminating the registration building entrance,2,Yellow-white,about 5 meters,"N, E, S, W",5 meters,SM-5,,
SM37,43.84409,110.61076,Middle light in the roof of the south set of lights illuminating the registration building entrance,2,Yellow-white,about 5 meters,"N, E, S, W",5 meters,SM-5,,
SM38,43.84411,110.61065,Eastmost light in the roof of the south set of lights illuminating the registration building entrance,2,Yellow-white,about 5 meters,"N, E, S, W",5 meters,SM-5,,
SM39,43.84415,110.61065,Eastmost light in the roof of the north set of lights illuminating the registration building entrance,2,Yellow-white,about 5 meters,"N, E, S, W",5 meters,SM-5,,
SM40,43.84415,110.61067,Middle light in the roof of the north set of lights illuminating the registration building entrance,2,Yellow-white,about 5 meters,"N, E, S, W",5 meters,SM-5,,
SM41,43.84414,110.61066,Westmost light in the roof of the north set of lights illuminating the registration building entrance,2,Yellow-white,about 5 meters,"N, E, S, W",5 meters,SM-5,,
SM42,43.84411,110.61059,South light next to the entrance door to the registration building,2,Yellow-white,about 2 meters,"N, E, S",20 meters,SM-5,,
SM43,43.84413,110.61061,North light next to the entrance door to the registration building,2,Yellow-white,about 2 meters,"N, E, S",20 meters,SM-5,,
SM44,43.84425,110.61097,Northmost light on the west wall of the building beneath the deck,3,Yellow-white,about 2 meters,"N, S, W",10 meters,SM-5,,"Light is projected primarily down due to the sleeve around the lamp, but is also cast north, west, and south."
SM45,43.84420,110.61101,Second from northmost light on the west wall of the building beneath the deck,3,Yellow-white,about 2 meters,"N, S, W",10 meters,SM-5,,"Light is projected primarily down due to the sleeve around the lamp, but is also cast north, west, and south."
SM46,43.84415,110.61102,Southmost light on the west side of the building beneath the deck,3,Yellow-white,about 2 meters,"N, W",10 meters,SM-5,,"Light is projected primarily down due to the sleeve around the lamp, but is also cast north and west."
SM47,43.84406,110.61108,LED light on the southwest corner of the structure,4,Blue-white,about 7 meters,"N, S, W",60 meters,SM-5,,
SM48,43.84407,110.61104,South light on the west side of the building over the second floor deck,3,Yellow-white,about 2 meters above the second floor deck,"N, S, W",10 meters,SM-5,," Light is projected primarily down due to the sleeve around the lamp, but is also cast north, west, and south.  "
SM49,43.84412,110.61105,North light on the west side of the building over the second floor deck,3,Yellow-white,about 2 meters above the second floor deck,"N, S, W",10 meters,SM-5,," Light is projected primarily down due to the sleeve around the lamp, but is also cast north, west, and south.  "
SM50,43.84405,110.61095,Light on the south side of the structure above an entrance,3,Yellow-white,about 2 meters ,"E, S, W",10 meters,SM-5,,"Light is projected primarily down due to the sleeve around the lamp, but is also cast east, west, and south"
SM51,43.84020,110.61228,Light illuminating north roadway entrance to employee dorms,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (Employee Parking Lot Loop),,
SM52,43.84050,110.61235,Eastmost light on the south side of the structure,2,Yellow,about 2 meters,"E, S, W",30 meters,SM-31,X,
SM53,43.84054,110.61246,Middle light on the south side of the structure,2,Yellow,about 2 meters,"E, S, W",30 meters,SM-31,X,
SM54,43.84061,110.61263,Westmost light on the south side of the structure,2,Yellow,about 2 meters,"E, S, W",30 meters,SM-31,X,
SM55,43.84068,110.61270,Southmost light on the west side of the structure,2,Yellow,about 2 meters,"N, S, W",30 meters,SM-31,X,
SM56,43.84073,110.61271,Northmost light on the west side of the structure,2,Yellow,about 2 meters,"N, S, W",30 meters,SM-31,X,
SM57,43.84071,110.61245,Westmost light on the north side of the structure,2,Orange,about 2 meters,"N, E, W",30 meters,SM-31,X,
SM58,43.84053,110.61219,Eastmost light on the north side of the structure,2,Orange,about 2 meters,"N, E, W",30 meters,SM-31,X,
SM59,43.84063,110.61225,Southmost light on the east side of the structure,2,Orange,about 2 meters,"N, E, S",30 meters,SM-31,X,
SM60,43.84052,110.61210,Northmost light on the east side of the structure,2,Orange,about 2 meters,"N, E, S",30 meters,SM-31,X,
SM61,43.84084,110.61255,Eastmost light on the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-33,X,
SM62,43.84088,110.61269,Middle light on the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-33,X,
SM63,43.84093,110.61282,Westmost light on the south side of the structure,2,Orange,about 2 meters,"E, S, W",30 meters,SM-33,X,
SM64,43.84099,110.61288,Southmost light on the west side of the structure,2,Yellow,about 2 meters,"N, S, W",30 meters,SM-33,X,
SM65,43.84105,110.61275,Westmost light on the north side of the structure,2,Yellow,about 5 meters,"N, E, W",30 meters,SM-33,X,
SM66,43.84097,110.61255,Eastmost light on the north side of the structure,2,Orange,about 5 meters,"N, E, W",30 meters,SM-33,X,
SM67,43.84093,110.61243,Northmost light on the east side of the structure,2,Orange,about 5 meters,"N, E, S",30 meters,SM-33,,
SM68,43.84088,110.61237,Northmost light beside the east entrance to the structure,2,Orange,about 2 meters,"N, E, S",30 meters,SM-33,X,
SM69,43.84084,110.61234,Southmost light beside the east entrance to the structure,2,Yellow,about 2 meters,"N, E, S",30 meters,SM-33,X,
SM70,43.84069,110.61282,Eastmost light on the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-32,X,
SM71,43.84069,110.61314,Westmost light on the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-32,X,
SM72,43.84076,110.61322,Southmost light on the west side of the structure,2,Yellow-white,about 2 meters,"N, S, W",30 meters,SM-32,X,
SM73,43.84082,110.61329,Northmost light on the west side of the structure,2,Yellow-white,about 2 meters,"N, S, W",30 meters,SM-32,X,
SM74,43.84081,110.61318,Only light on the north side of the structure,2,Yellow-white,about 2 meters,"N, E, W",30 meters,SM-32,X,
SM75,43.84075,110.61274,Southmost light on the east side of the structure,2,Yellow-white,about 2 meters,"N, E, S",30 meters,SM-32,X,
SM76,43.84076,110.61266,Northmost light on the east side of the structure,2,Yellow-white,about 2 meters,"N, E, S",30 meters,SM-32,X,
SM77,43.84034,110.61296,Light in the middle of the west side of the structure,2,Yellow-white,about 2 meters,"N, S, W",30 meters,SM-34,X,
SM78,43.84035,110.61279,Light in the middle of the east side of the structure,2,Yellow-white,about 2 meters,"N, E, S",30 meters,SM-34,X,
SM79,43.84024,110.61282,Light in the middle of the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-34,X,
SM80,43.84036,110.61317,Light illuminating curve of the employee dorm parking lot,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (Employee Parking Lot Loop),,
SM81,43.84012,110.61308,Light illuminating the west portion of the south part of the employee dorm parking lot,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (Employee Parking Lot Loop),,
SM82,43.84006,110.61243,Light illuminating the south roadway exit to the employee dorm parking lot,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (Employee Parking Lot Loop),,
SM83,43.84145,110.61238,Light illuminating the south end of the walkway from the pumphouse,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (To the south of the Signal Mountain Pumphouse),,
SM84,43.84449,110.61050,Light illuminating the south end of the guest housing roadway,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (East of SM-29),,
SM85,43.84436,110.61031,Light on the south side of the structure by the west entrance,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-6,X,
SM86,43.84448,110.61010, Light on the north side of the structure by the west entrance,2,Yellow-white,about 2 meters,"N, E, W",30 meters,SM-6,X,
SM87,43.84453,110.61009,Light on the north side of the structure by the east entrance,2,Yellow-white,about 2 meters,"N, E, W",30 meters,SM-6,X,
SM88,43.84469,110.60991,Westmost light on the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-7,X,
SM89,43.84468,110.60989,Middle light on the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-7,X,
SM90,43.84464,110.60989,Eastmost light on the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-7,X,
SM91,43.84478,110.60996,Light illuminating the east side of the guest housing roadway,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (Southwest of SM-10),,
SM92,43.84494,110.60976, Light on the west side of the structure,2,Yellow-white,about 2 meters,"N, S, W",30 meters,SM-9,X,
SM93,43.84514,110.60974,Light illuminating the east side of the guest housing roadway,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (East of SM-12),,
SM94,43.84501,110.60950,Westmost light on the south side of the structure,2,Yellow-white,about 3 meters,"E, S, W",30 meters,SM-11,X,
SM95,43.84496,110.60954,Eastmost light on the south side of the structure,2,Yellow-white,about 3 meters,"E, S, W",30 meters,SM-11,X,
SM96,43.84524,110.60942,Light illuminating the east side of the guest housing roadway,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (Northeast of SM-12),,
SM97,43.84541,110.60899,Light illuminating the north side of the guest housing roadway,2,Orange,about 6 meters,"N, E, S, W",40 meters,N/A (East of SM-18),,
SM98,43.84554,110.60887,Westmost light on the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-16,X,
SM99,43.84549,110.60883,Eastmost light on the south side of the structure,2,Yellow-white,about 2 meters,"E, S, W",30 meters,SM-16,X,
TD01,43.67029,110.59707,Light fixture beneath the porch by the entrance to the west side of the structure,3,Yellow-white,about 2 meters,"S, W",50 meters,785,,
TD02,43.67006,110.59721,Light on the west side of the structure beneath the porch roof,3,Yellow-white,about 2 meters,"N, W",50 meters,802,,
TX01,43.76336,110.56506,Light on the north side of the west entrance to the structure,3,Yellow-white,about 2 meters,"N, E, S",50 meters,T31,X,
TX02,43.76335,110.56506,Light on the south side of the west entrance to the structure,3,Yellow-white,about 2 meters,"N, E, S",50 meters,T31,X,
TX03,43.76405,110.56742,Light fixture on the west side of the structure beneath the roof peak,3,Yellow-white,about 7 meters,"N, E, S",30 meters,T04,X,
TX04,43.76394,110.56849,Light above the north entrance to the structure,3,Yellow-white,about 2 meters,"N, E, W",40 meters,773,X,
TX05,43.76453,110.56869,Light on the southwest side of the structure below the porch roof,3,Yellow-white,about 2 meters,"SE, S, W",30 meters,T21,X,
TX06,43.76419,110.56828,Light on a lightpole on the north side of the structure,4,White,about 10 meters,"N, E, S, W",80 meters,704,,
TX07,43.76461,110.56728,Light on a lightpole on the east side of the structure,4,White,about 10 meters,"N, E, S, W",80 meters,T19,,
WOSH01,43.93903,110.64219,The light at the peak of the roof on the south side of the building,3,Blue-white,about 5 meters,"N, E, S",40 meters,1352,,
