"StrId","Materials","Openings","Condition","BatInhabitation","Lat","Lon","BuildingNum","BatSuit"
"TXCC","Log walls with quarter rounds and standing seam roof.","There are many openings at log junctures, as well as around the roof, but all are sealed with spray foam.","The building is inhabited, and is in good condition.","There was no evidence of bat inhabitation.",43.763722,-110.566584,696,0
"TXFD","Wood board walls with standing seam roof.","There is a large gap between the porch roof and structure roof that does not lead to the interior of the structure.  There are screened loovers on this structure.  There are also some small gaps between eve boards that most likely do not afford access to the interior.","The building is employee housing, and is in good condition.","There is no evidence of bat inhabitation.",43.763629,-110.564741,30,0
"TXFO","Wood board walls with standing seam roof.","There are multiple openings around the building that are patched with wood or metal.  There are some gaps between eve and porch ceiling boards.","The building is used to house ranch guests, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.764557,-110.568695,21,0
"TXFR","Log walls with standing seam roof.","There are some cracks in logs from drying, but they are superficial.  Some of the boards in the eves have small gaps between them that do not lead to the interior of the structure.  There are also metal grates in the eves for ventilation.  ","The building is a residential structure, and is in good condition.","There was no evidence of bat inhabitation.",43.763786,-110.565659,5,0
"TXFW","Log walls with standing seam roof.","There is one small crack between the butt ends of two logs, and some cracks around the structure between logs are sealed.","The building is a residential structure, and is in good condition.","There was no evidence of bat inhabitaiton.",43.763652,-110.565727,3,0
"TXUN","Wood board walls with standing seam roof.","There are some openings around the building that are patched with metal or wood.  There are also some small cracks between porch ceiling boards.","The building is used to house ranch guests, and is in good condition.","There was no evidence of bat inhabitation.",43.76464,-110.568892,22,0
"4FBA","Wood board walls and log walls with quarter rounds and chinking.  Tin and tar paper roof.","There are gaps around many doors.  There are gaps between quarter rounds and logs, as well as cracks in boards composing the walls.  ","The building is a historic structure, and is in good condition.","There was one piece of guano on a wall.",43.669495,-110.708696,413,1
"4FCC","Wood board walls as well as log walls with chinking and quarter rounds.  Standing seam roof.","There is one portion of flashing that has come away from the structure, allowing access below the roof.  There are also cracks in logs from drying.  There is a vent that has some large openings in it, but may have screen behind.","The building is in relatively good condition, and it is a historic structure.","There was no evidence of bat inhabitation.",43.66832,-110.708295,412,1
"4FEC","Chinked log walls with tar paper roof.","There are gaps between eve boards.","The building is a historic structure, and is in fair condition.","There was guano below the porch roof.",43.666242,-110.705772,407,1
"4FG2","Log walls with tar paper roof.","The front door is open.  There is nearly no chinking.","The building is in need of repairs.","There is some guano within the interior of the structure.",43.667145,-110.705553,403,1
"4FGA","Log walls.","The door was open.","The buidling is in fair condition.","There was no evidence of bat inhabitation.",43.668135,-110.708408,412,1
"4FGC","Chinked log walls as well as wood board walls with tin roof.","There are gaps between eve boards.  There are also some gaps around where beams exit the wall.  There is a spot in a wall where some chinking is missing, creating an opening.  There is a hole in the roof that allows entrance to the area between the tin and the top of the structure.","The building is in fair condition, and is a historic structure.","Evidence of Bat Inhabitation:",43.666805,-110.704956,404,1
"4FHH","Chinked log walls with tar paper roof.","There are gaps above and around beams, as well as between logs","The building is a historic structure, and is in fair condition.","There was no evidence of bat inhabitation on the exterior.",43.666451,-110.706195,410,1
"4FIH","Chinked log walls with tar paper roof.","There is an opening around one beam.  There are some gaps between logs in the corners of the structure.","The building is in fair condition, and is a historic structure.","There was no evidence of bat inhabitation on the exterior of the structure.",43.666713,-110.70515,406,1
"4FLO","Chinked log walls with tar paper roof.","Gaps between eve boards are covered with a mesh netting material, but there are many holes and openings in this net.  There are some logs that are cracked from drying.  There is a crack between the chimney and the wall.  Some tar paper on the roof has come up, and leaves a gap between the top of the structure and the tar paper.  ","The building is in fair condition, and is a historic structure.","There is a substantial amount of guano around the structure beneath eve boards and porch ceilings.",43.666715,-110.705444,399,1
"4FMC","Chinked log walls with tar paper roof.","There are gaps between boards in the roof.  There is also one place where a trim board has fallen from between the eves and roof, creating an opening in the space between them.  ","The building is a historic structure, and is in fair condition.","There was no evidence of bat inhabitation on the exterior of the structure.",43.666187,-110.705448,408,1
"4FMH","Wood board walls with tar paper roof.","There are multiple woodpecker holes in the walls.","The buidling is in fair condition.","There was no evidence of bat inhabitation on the exterior of the structure, though there may be bat inhabitation within the structure.",43.666701,-110.705077,405,1
"4FMO","Chinked log walls with tar paper roof.","There are gaps between eve boards.  One eve board has a hole in it.  The tar paper and boards at one roof peak have pulled away from the structure slightly, creating an opening.","The building is a historic structure, and is in fair condition.","There was one piece of guano on a log below the eves.",43.666233,-110.705132,409,1
"4FNC","Chinked log walls with tar paper roof.","There are gaps between eve and porch ceiling boards.  There is a woodpecker hole in a wall.","The building is in need of repairs, and is a historic structure.","There is some guano below the eves and porch ceiling, as well as a bat below a roof peak.",43.667088,-110.705277,401,1
"4FNE","Chinked log walls with tar paper roof.","There are small gaps between some eve boards.  There is also a gap between the porch roof and the roof of the structure.","The building is a historic structure, and is in fair condition.","There was no evidence of bat inhabitation on the exterior.",43.66589,-110.706296,411,1
"4FRC","Log walls with chinking and quarter rounds.  Tar paper roof.","There are gaps between quarter rounds and logs.  There is also some screen over the porous eves that has a hole in it.","The building is in need of repairs, and is a historic structure.","There is lots of guano on the floor and beams within the structure.",43.66739,-110.705363,400,1
"4FTR","Wood board walls and log walls with quarter rounds and chinking.","There are gaps between quarter rounds and logs.  There are also gaps between eve boards.  There is a window missing.  The north side of the structure is a stable are that is open.","the building is in fair condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.669264,-110.708379,414,1
"BERO","The structure is a large log cabin with chinking.  The roof is composed of shingles, which may offer entry to the interior of the structure in some areas.  There are also 4 stone chimneys and two brick chimneys.","The points at which rooves connect, particularly where eves of rooves connect, are very porous, offering entry holes up to 3 inches by 3 inches.  One of these large holes can be seen on the west side of the structure where the main building and library rooves meet.  The connections between stone chimneys and rooves are also relatively porous, and could easily allow bats to enter te interior of the structure.  The south side of the central stone chimney is particularly porous.  The brick chimneys appear to have a tighter seal, and may not allow bats to enter the interior of the structure through them.  ","As stated previously, the structure is relatively porous for a structure that is used on a regualr basis.  It is regularly maintained and used by researchers residing at the UWNPS Research Station.","There is guano under the eves of the structure in many places.  Some of the most prominent roost sites on the exterior of the building are on the west side of the structure between the screened porch and the second door to the north, beneath the east side entrance, and under the south side entrance to the lab.  Bats are known to reside within the interior of the structure.",43.93977,-110.6439,NA,1
"BOCA","The building is made of synthetic boards with a concrete foundation.  The roof is standing seam.","The north and south sides of the building both have loovers, but the screen within the north loover has an opening, allowing bats to enter that portion of the house.  There is a woodpecker hole on the south side of the house.  Where the roof's profile meets the walls, vertical boards overlap, creating a small vertical gap that can be used for roosting.  The boards composing the eves also overlap in some spots, creating horizontal gaps.","The building is well maintained and has residents throughout the year.  As mentioned previously, there are some areas in need of repair such as the loovers.","On the west porch, there is a substantial amount of guano, and above the porch where vertical boards overlap, bats can be heard moving and calling.",43.9395,-110.64207,NA,1
"BOHO","The structure is a log building with shingles composing the roof.","There is a woodpecker hole on the east side of the north facing eves.  The rest of the building appears to have no openings.","The building is in relatively good shape, and is used for storage of equipment.","There is no evidence that bats inhabit this building.",43.93781,-110.64286,NA,1
"DOCA","The building is a log cabin with shingles composing the roof.","There is a hole in the eves on the north side, and the hole is stuffed with a plastic bag, which may prevent bats from entering the interior of the building.  There is also a small gap between logs on the northeast corner of the cabin.  On the south side of the cabin, there is a hole in the eves that is stuffed with rocks, but there are gaps on wither side that a bat could enter the interior through.","The building is well maintained and is inhabited by people in the summer.","There is no sign of bats inhabiting this building.",43.93931,-110.64198,NA,1
"DRCA","The west half of the cabin is made of logs, and the east half is made of painted boards.  The roof is composed of shaker shingles.","There is a small hole on the upper portion of the log-board interface.  The chimney-roof interface appears to have no openings.","The building is well maintained, and has people living in it throughout the summer.","There is no evidence on the exterior of the structure that bats are inhabitting this building.",43.93855,-110.64175,NA,1
"EBAR","The barn is made of wood, with a corrugated tin roof.  It has a concrete foundation.","The eves on all sides have many openings, allowing bats to enter the interior of the building.  All ends of the roof are also open, allowing bats to enter.  On the south side of the structure, there are two boards fixed to the wall, creating two vertical cavities.  There were also woodpecker holes in various parts of the barn, creating openings through which bats could easily enter.  When I visited the barn, all doors were also open, allowing anything to enter the interior.","The barn is only used for storage, and had many openings.","Below the east eves, there is a fair amount of guano, as well as urine stains on the eves.  There is also a substantial amount of guano below the vertical cavities created by the boards fixed to the side of the barn.  The inside of the barn contained a large amount of guano, with it covering the floor of all bays of the structure.",43.93959,-110.64186,NA,1
"JOHN","The shed is composed of logs with chinking between them.  The roof is composed of shaker shingles.  On the north side, a low standing seam roof is present.  The structure is on a cement foundation.","The building has a few small cracks below eves, but is relatively tight.","The building is missing some chinking, but is otherwise in good condition.  The shed is used for storage.","There is no guano or urine stains along the exterior of the building, indicating no prominent roosts on the exterior.  Evidence of bat inhabitation on the interior is unknow, but is presumably similar to the exterior.",43.93899,-110.64266,NA,1
"JOHN","The lodge is composed of logs with chinking between them.  The roof is composed of shaker shingles.  The structure is on a cement and stone foundation.","The north face of the east side of the structure is relatively porous, with cracks between some logs and eves.  The brick building on the east side of the structure has no apparent openings.  The center of the north face of the structure is relatively tight, with no apparent large openings.  The interface between the north facing chimney and the logs of the building is porous, and may allow bats to enter the interior, though there is no sign of this.  There is a sheltered gap on the west side of the building created by overhanging logs between the screen porch and the eves.  This may provide a roost site for abts, though there is no evidence of a roost there.  The south stone chimney has a very porous interface with the cabin.  There are some cracks between logs and the roof beneath the roof of the south entrance to the east part of the building, but there is no evidence of roosting.  The adjoining garage is very porous, with a large crack on the bottom of the ridgeline on both the north and south side, as well as very porous eves.","The building is well maintained, with people inhabitting it throughout the summer.  The garage has an apartment on the second story that is occupied by people throughout the summer, but this part of the structure is not maintained as well as the main lodge.","There is a small amount of guano under the roof of the south entrance to the central part of the lodge.  The other parts of the structure, including the garage, show no apparent signs of bat inhabitation.",43.93905,-110.64251,NA,1
"OTHO","The Outhouse is composed of logs and the roof is made of shingles.","The bottom of the building is open, and the door is missing. ","The building is in poor condition.  As mentioned previously, there is no door and the floor is open because it has fallen in.","There is some guano on the floor and on the rafters, but there were no bats visible in the rafters.  This may be a night roost.",43.93972,-110.64203,NA,1
"SHOP","The Shop is a log cabin on a cement foundation that is used for storage of tools.  There is a pole barn on the east side of the building that is used to store wood.  The roof is standing seam.","The log-eve interface has openings on the northwest and southwest corners.  There is also a small hole on the bottom side of the eves on the southwest corner.  3 sides of the pole barn are exposed.","As mentioned previously, the building is somewhat porous, and may have openings that would let bats into the enclosed portion of the structure.  The open pole barn has rafters that are easily accessible.","There is no sign of bats inhabitting the enclosed portion of the structure, or the open pole barn.",43.93982,-110.64349,NA,1
"SNRM","the majority of the building is logs and chinking, while the western most room is made of boards and a post and beam log frame.  The roof is standing seam.  ","The eve-roof interface on all sides of the structure is somewhat porous, with openings that may be large enough to allow bats to enter the interior.","The building is well maintained, and has people living in it throughout the summer.","There is no evidence on the exterior of the structure that bats are inhabitting this building.",43.93851,-110.64162,NA,1
"STSH","The shed is made of logs and the roof in composed of shingles.","The east side of the north facing eves has a hole, but the rest of the strucuture has no openings.","The building is well maintained, and is used to store equipment and materials.","There is no evidence that bats inhabit this building.",43.93936,-110.64189,NA,1
"WOSH","The majority of the structure si the pole barn on the north end, which a post and beam structure and 3 wooden walls.  The south room on the building has one log wall and three wooden walls.  The roof is standing seam.","The entire east side of the pole barn is open. On the east side of the south room, the roof does not connect to the wall, so there is a gap that bats could enter through.  ","The pole barn is used to store lumber and other supplies, and the room on the south end is used to store tools.  The structure is relatively porous and not meant to be well maintained.","There is some guano beneath the rafters of the pole barn, and some on the floor of the south room, but not enough for these places to be day roosts.  It is possible that this structure serves as a night roost.  ",43.93915,-110.64241,NA,1
"BRCA","Log walls with quarter rounds and chinking.  Tar paper and board roof.               
               ","There were no intact windows or doors.  There was no chinking left, leaving large gaps between logs.  ","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.694208,-110.696625,1386,1
"BRCC","Log walls with quarter rounds and chinking, as well as wood board walls.  Tar paper and board roof.               
               ","Multiple doors were open.  The roof was in very poor condition, and there were many holes in it.  There are gaps around boarded windows.  ","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.69386,-110.696705,1365,1
"BRD1","Log walls with tar paper and board roof.","There is effectively no chinking left between logs.  The boards on the roof are also in terrible condition, serving very little purpose.  There were gaps around the doors.","The building is in need of repairs, and is a historic structure.","No evidence of bat inhabitation was found on the exterior of the structure, though there may be some on the interior that could not be accessed.",43.695797,-110.696301,1399,1
"BRD10","Chinked log walls with tar paper roof.","The eves are in poor condition, allowing entry to the interior.  There is a hole where the chimney once was.  ","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation on the exterior of the structure, though threre may be some on the interior of the structure that could no be accessed.",43.695101,-110.69583,1392,1
"BRD11","Chinked log walls with tar paper roof.","There is a large gap where the chimney meets the structure.  Chinking is missing between logs, leaving gaps.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation on the exterior of the structure, though threre may be some on the interior of the structure that could no be accessed.",43.695094,-110.695946,1393,1
"BRD12","Chinked log walls with board and tar paper roof.","The eves are in poor condition, allowing entrance to the interior.  There is a lot of chinking missing, creating gaps between logs.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.694553,-110.69488,1379,1
"BRD13","Chinked log walls with tar paper roof.","There is a gap where the chimney meets the structure.  There is a lot of chinking missing, creating gaps between logs.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.694642,-110.694791,1378,1
"BRD14","Chinked log walls with board and tar paper roof.","The porch door was open.  The eves were damaged in spots, allowing entrance to the interior.  There is chinking missing where the beams exit the wall, creating openings.  ","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.695543,-110.694754,1374,1
"BRD15","Chinked log walls with board and tar paper roof.","There was a crack above one door.  There were openings where the beams exit the wall.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.695731,-110.694736,1373,1
"BRD16","Chinked log walls with quarter rounds and board and tar paper roof.","There were openings where the beams exit the wall.  There are also spots where chinking is missing, reating openings between logs.","The building is in fair condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.696035,-110.694672,1369,1
"BRD17","Chinked log walls with quarter rounds and board and tar paper roof.","There were openings where the beams exit the wall.","The building is in fair condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.69606,-110.694783,1370,1
"BRD2","Log walls with tar paper and board roof.","There is effectively no chinking left between logs.  The boards on the roof are also in terrible condition, serving very little purpose.  There were gaps around the doors.","The building is in need of repairs, and is a historic structure.","No evidence of bat inhabitation was found on the exterior of the structure, though there may be some on the interior that could not be accessed.",43.695433,-110.697112,1398,1
"BRD3","Log walls with tar paper and board roof.","There is effectively no chinking left between logs.  The boards on the roof are also in terrible condition, serving very little purpose.  There were gaps around the doors.","The building is in need of repairs, and is a historic structure.","No evidence of bat inhabitation was found on the exterior of the structure, though there may be some on the interior that could not be accessed.",43.695233,-110.6972,1397,1
"BRD4","Log walls with tar paper and board roof.","There is effectively no chinking left between logs.  The boards on the roof are also in terrible condition, serving very little purpose.  There were gaps around the doors.  There were also gaps between the wall and chimney.  There was a window missing.","The building is in need of repairs, and is a historic structure.","No evidence of bat inhabitation was found on the exterior of the structure, though there may be some on the interior that could not be accessed.",43.694997,-110.696819,1396,1
"BRD5","Log walls with chinking.  Board and tarp roof.               
               ","The roof was extremely porous.  Some walls had partialy collapsed, leaving gaps in corners.  Some doors were open.  Boarded windows had gaps around them.  ","The building is in very poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.694355,-110.69609,1382,1
"BRD6","Chinked log walls with board roof.","There was a hole in one wall about one foot off the ground.  The roof was nonexistent in some spots, leaving the top of the structure open.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.694628,-110.696045,1388,1
"BRD7","Chinked log walls with board roof and stone chimney.","There were gaps where the chimney met the wall.  There roof was in very poor condition, and was porous.","The building is in poor condition, and is in need of repair.","There was no evidence of bat inhabitation on the exterior, but there may have been some on the inside that was unaccessable.",43.694626,-110.696137,1389,1
"BRD8","Chinked log walls with tar paper roof.","There is lots of chinking missing, leaving gaps between logs.  There is a hole patched with screen that has been pushed aside.","the building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation on the exterior of the structure, though threre may be some on the interior of the structure that could no be accessed.",43.695537,-110.695266,1395,1
"BRD9","Chinked log walls with tar paper roof.","There is lots of chinking missing, leaving gaps between logs.  There is a gap between the chimney and the building.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation on the exterior of the structure, though threre may be some on the interior of the structure that could no be accessed.",43.695309,-110.695689,1394,1
"BRDC","Chinked log walls with tar paper roof.","There is a lot of chinking missing, creating gaps between logs.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.695126,-110.694047,1375,1
"BRDM","Chinked log walls with tar paper roof.","There is a large gap where the chimney once was.  Chinking is missing between logs, leaving gaps.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation on the exterior of the structure, though threre may be some on the interior of the structure that could no be accessed.",43.694977,-110.695642,1391,1
"BRGC","Wood board walls and roof.","There were boards missing in the roof and walls.","The building is in very poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.697274,-110.694011,1401,1
"BRGW","Chinked log walls with quarter rounds and board and tar paper roof.","There were cracks around doors and openings between logs where chinking was missing.  The front door was also open.","The building is in fair condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.696121,-110.694058,1368,1
"BRMC","Chinked log walls with board and tarp roof.","There are no intact windows or doors.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.695037,-110.695376,1366,1
"BROF","Chinked log walls with tar paper roof.","There is a lot of chinking missing, creating gaps between logs.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.695043,-110.69485,1377,1
"BRSB","Log walls with tar paper roof.","The east side of the building is open, and the west side is extremely porous, with very little chinking still intact.","The building is in need of repairs, and is a historic structure.","No evidence of bat inhabitation was found on the exterior of the structure, though there may be some on the interior that could not be accessed.",43.696554,-110.695173,1372,1
"BRSC","Chinked log walls with board and tar paper roof.","There is chinking missing around where beams exit the wall, creating holes in the structure.  There are also gaps in the building where walls meet in corners because the structure has leaned.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.695201,-110.694797,1376,1
"BRST","Log walls with tar paper roof.","There is effectively no chinking left between logs.","The building is in need of repairs, and is a historic structure.","No evidence of bat inhabitation was found on the exterior of the structure, though there may be some on the interior that could not be accessed.",43.696244,-110.695516,1400,1
"BRWG","Log walls with quarter rounds and chinking.  Tar paper roof.","There is little chinking left, and many large gaps between quarter rounds and logs.  There are large gaps around beams, as well as a gap around a door.  There is a small hole about a foot off the ground in one wall.","The building is in poor condition, and is a historic structure.","There was no evidence of bat inhabitation on the exterior of the structure, though there may be some on the inside of the structure that was unaccessible.",43.693768,-110.697002,1383,1
"BDBA","Logs with standing seam roof.","There are some gaps between logs, and the west side door was open.","The building is no longer actively used, and is in disrepair.","There was a significant amount of small mammal feces, but none could be positively identified as gunao.",43.637873,-110.75909,NA,1
"BDGC","Logs with shaker roof.","There are multiple openings where roofs meet, as well as woodpecker holes in the walls, gaps beneath shakers on the roof, and gaps in the bottom side of the west porch roof.","The building is no longer inhabited, and is in disrepair.","There is some guano beneath the west side porch roof.",43.638802,-110.758668,NA,1
"BDSH","Plywood walls with standing seam roof.","The two east side doors were open.","The building is no longer, actively used, and is in disrepair.","There was no evidence of bat inhabitation.",43.637537,-110.759685,NA,1
"BCBC","Log walls with quarter rounds and chinking, as well as wood board walls.  Shingled roof.","There are some small gaps between logs and quarter rounds.  Some logs are also cracked from drying.  There is a short vertical gap where the eves protrude about an inch from the wall.  There is a gap between trim boards on the north side roof peak.","The building is used for housing, and is in good condition.","There was no evidence of bat inhabitation.",43.68888,-110.736505,816,1
"BCBH","Log walls with quarter rounds and chinking, as well as wood board walls.  Shingled roof.","Openings in Building:There is a small vertical gap between some flashing above a bay door and the trim around the door, as well as between a log and an I-beam.  There is a small gap between eve boards below a roof peak.  ","The buidling is used for storage, and is in good condition.","There was no evidence of bat inhabitation.",43.687501,-110.735783,812,1
"BCBU","Log walls with quarter rounds and chinking, as well as wood board walls.  Shingled roof.","There are some small gaps between quarter rounds and logs.  Some logs are cracked from drying.  Some portions of eves have small gaps between boards.  Some openings in various places around the structure are sealed with spray foam or caulk.  There is a small vertical gap between an I-beam and the wall that creates a sheltered area.","The building is used for housing, and is in good condition.","Two pieces of guano were found on a wall below the eves.",43.688783,-110.736686,819,1
"BCD1","Chinked log walls with wood board walls as well.  Standing seam roof.","There are some cracks in logs from drying.  One eve panel has fallen down slightly, creating a small opening into the space above the eves.  ","The building is used for housing, and is in good condition.","There was no evidence of bat inhabitation.",43.687156,-110.735194,1408,1
"BCD2","Wood board walls and log walls with standing seam roof.","There are a few small gaps between logs.","The building is used for housing, and is in good condition.","There was no evidence of bat inhabitation.",43.687911,-110.735784,1437,1
"BCD3","Wood board walls and log walls with standing seam roof.","There is a small crack running vertically between two trim boards directly under the roof peak.  There are some small gaps between logs.  An opening between wood boards and logs has been sealed with spray foam.  Some logs are cracked from drying.","The building is used for housing, and is in good condition.","One piece of guano was found beneath the eves.",43.687976,-110.735183,1409,1
"BCD5","Log walls with standing seam roof.","The standing seam has no strip beneath it.  Some logs are cracked from drying.","The building is used for housing, and is in good condition.","There was no evidence of bat inhabitation.",43.687874,-110.736431,1448,1
"BCD6","Log walls as well as wood board walls with standing seam roof.","There are some small gaps between logs that are superficial.  Some logs are cracked from drying.  One piece of flashing has pulled away from the structure, creating a small vertical gap.  There is one area where an eve panel is completely missing.","The building is used for housing, and is in fair condition.","There was no evidence of bat inhabitation.",43.687531,-110.736537,1410,1
"BCD7","Log walls as well as wood board walls with standing seam roof.","There are some small and superficial gaps between logs.  Some logs are cracked from drying.  In some spots the foam beneath the standing seam has come out.  One eve panel has fallen out of the eves.","The building is used for hosuing, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.687065,-110.73677,1411,1
"BCE1","Log frame with wood board siding and standing seam roof.","There are gaps above many of the bay doors.  In many places the siding has pulled away from the trim above doors, and there are gaps here as well.  One door was open.  There are small gaps between eve boards.  The standing seam has a strip of foam below it which seals the openings created by rises in the material.  ","The building is used for storage, and is in need of some repairs.  ","There was guano all around the structure beneath the eves, as well as in the roof or wall on the east side of the structure.",43.686644,-110.734445,16,1
"BCE2","Log frame with wood board siding and standing seam roof.","There are gaps above many of the bay doors.  There are small gaps between eve boards.  The standing seam has a strip of foam below it which seals the openings created by rises in the material.","The building is used for storage, and is in need of some repairs.  ","There was a substantial amount of guano on the interior of the structure.  One bat was seen roosting in the gap above the top purlin within the structure.",43.686703,-110.734936,17,1
"BCFD","Synthetic siding with standing seam roof.","There is a small gap around where a beam exits the wall.  There is also an area where the roof is damaged, allowing access beneath it.  There are two woodpecker holes below the eves.  The standing seam has no foam strip beneath it.  Some holes are filled with caulk or spray foam.","The building is used for housing, and is in good condition.","There was no evidence of bat inhabitation.",43.6882,-110.736679,1446,1
"BCFP","Log walls with quarter rounds and chinking, as well as wood board walls.  Shingled roof.","There are small gaps beteween eve boards.  There is also a small vertical gaps created where an I-beam and window sill meet.  There are some gaps between logs and quarter rounds.  Some logs are cracked form drying.  There was a hole in one corner that was sealed with spray foam.","The building is used for housing, and is in good condition.","There was a dead bat between the I-beam and window sill.",43.687168,-110.735754,NA,1
"BCG1","Chinked log walls with shake shingle roof.","There is a small gap between doors.  There are some small gaps between eve boards.  There are some small gaps between shake shingles.  The ridge cap has pulled away from the structure at one spot, potentially leaving an opening in the roof.  In some spots logs overlap boards, creating vertical gaps.","The building is used for storage, and is in relatively good condition.","There was one piece of guano on a wall below the eves.",43.687441,-110.738473,26,1
"BCG2","Chinked log walls as well as wood board walls with shake shingle roof.","There are gaps between eve boards.  There are also some small gaps between some logs.  There are some small gaps between shake shingles.  Where a log overlaps wood boards, as well as where wood boards overlap eachother, vertical gaps are present.  There are some gaps around doors.","The building is used for storage, and is in relatively good condition.","There was some guano below the vertical gaps in the structure.",43.686298,-110.737142,24,1
"BCG3","Chinked log walls as well as wood board walls with shake shingle roof.","There are some small gaps between shake shingles on the roof.  Some of the chinking is missing in spots, and is filled in with rope.  Where some boards overlap logs, sheltered areas are created on the exterior of the structure.  There are some small gaps between eve boards and porch ceiling boards.  Some logs have cracks from drying.","The building is used for storage, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.686105,-110.736738,23,1
"BCG4","Chinked log walls as well as wood board walls with shake shingle roof.","There are some small gaps between eve boards.  There are also gaps around the doors.  There are some small gaps between the shake shingles on the roof.  There is a vertical gap between some boards and the eves.","The building is used for storage, and is in fair condition.","There was no evidence of bat inhabitation.",43.685418,-110.735839,22,1
"BCG5","Chinked log walls as well as wood board walls with shake shingle roof.","There are gaps between logs that are poorly chinked, and the inside of the structure can be seen through them.  There are openings around where beams exit the wall.  There are some small gaps between eve boards.  There are various openings in the structure.","The building is used for storage, and is in need of repairs.","There was no evidence of bat inhabitation.",43.684833,-110.735502,21,1
"BCGB","Wood board walls with shake shingle roof.","One door does not fully close.  There are some small gaps between shake shingles.","The building is in need of repairs.","There was no evidence of bat inhabitation.",43.684797,-110.735675,32,1
"BCHS","Cinder block and wood board walls with standing seam roof.","There is a woodpecker hole in the west side of the structure.  The standing seam has a strip of foam below it which seals the openings created by rises in the material.  There is an opening around where a pipe exits the wall.","The building is in fair condition.","There was no evidence of bat inhabitation.",43.686459,-110.735513,NA,1
"BCLA","Log walls with quarter rounds and chinking, as well as wood board walls.  Standing seam roof.","There are some small gaps between quarter rounds and logs.  Some logs are cracked from drying.","The building is in good condition.","There was no evidence of bat inhabitation.",43.688075,-110.736035,817,1
"BCMC","Log walls with quarter rounds and chinking, as well as wood board walls.  Shingled roof.","There are some small gaps between quarter rounds and logs.  Some logs are cracked from drying.  There is a small vertical gap in some spots between the the flashing below the eves and the wall.  There are small openings between trim boards when they meet in corners.","The building is used for housing, and is in good condition.","There was no evidence of bat inhabitation.",43.687067,-110.736004,821,1
"BCOA","Chinked log walls as well as wood board walls with synthetic shake shingle roof.","There are some small gaps between logs over the porch, but they are screened.  Some logs are cracked from drying.  There are some small gaps between eve boards.  One hole beneath the eves is patched with screen.  Some boards have pulled away from the structure.  There is a woodpecker hole in a wall.","the building is no longer in use, and is in need of repairs.","There was guano beneath the bat box.",43.685875,-110.734599,10,1
"BCPH","Log walls with quarter rounds and chinking, as well as wood board walls.  Shingled roof.","There are some small gaps between quarter rounds and logs.  Some logs are cracked from drying.","The structure is in good condition.","There was no evidence of bat inhabitation.",43.688919,-110.736288,813,1
"BCR3","Chinked log walls as well as wood board walls with synthetic shake shingle roof.","There are some small gaps between eve boards.  There are also gaps between shake shingles.","The building is used for housing, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.68739,-110.738222,8,1
"BCR5","Chinked log walls as well as wood board walls with shake shingle roof.","There are some gaps between eve and porch ceiling boards.  There are also some vertical gaps where a log overlaps wood board walls.  There are some small gaps between shake shingles.  In some spots there is a strip of screen above the eves.","The building is used for housing, and is in relatively good condition.","There was some guano on the front porch roof below a vertical gap, as well as a piece of guano below the eves above the back porch.",43.686316,-110.73684,6,1
"BCR6","Log walls as well as wood boards with standing seam roof.","The foam strip beneath the standing seam has come out in some spots.","The building is used for housing, and is in good condition.","There was no evidence of bat inhabitation.",43.686062,-110.736393,1436,1
"BCRC","Synthetic board walls, wood board walls, and log walls with quarter rounds and chinking.  Shingled roof.","There is a board between the flashing and roof that has pulled away from the building, creating a small gap.  There are also small gaps between logs and quarter rounds, as well as cracked logs from drying.","Then building is used for housing, and is in good condition.","There was no evidence of bat inhabitation.",43.687702,-110.73578,820,1
